participant_id,group,E0,E_week24,E_week52,lambda_est,gamma_initial,gamma_week52,gamma_slope_per_week,K_est,circular_behavior_week24,circular_behavior_week52,replaced_by_week52
S3_00837,Control_LT,0.5127,0.3507,0.2922,0.0995,0.0099,0.1,0.021731,0.3739,0,1,0
S3_00838,High_E_LT,0.8149,0.4074,0.1845,0.0346,0.0423,0.0,-0.019372,0.3531,0,0,0
S3_00839,Control_LT,0.2888,0.0192,0.0581,0.0922,0.008,0.06419,0.00108,0.3239,0,0,0
S3_00840,High_E_LT,0.7248,0.435,0.3339,0.0232,0.0602,0.0,-0.007783,0.3586,1,0,0
S3_00841,Control_LT,0.447,0.01,0.0336,0.1061,0.0079,0.0,-0.014934,0.3904,0,0,0
S3_00842,High_E_LT,0.7058,0.624,0.6356,0.058,0.0495,0.1,0.027393,0.1701,1,0,0
S3_00843,Control_LT,0.6226,0.1054,0.0469,0.0791,0.0058,0.0,-0.019966,0.4613,0,0,1
S3_00844,High_E_LT,0.6928,0.4824,0.2231,0.0272,0.0535,0.0,-0.021558,0.4202,0,1,0
S3_00845,High_E_LT,0.7299,0.2221,0.0552,0.0462,0.0254,0.0,-0.011819,0.2946,0,1,0
S3_00846,High_E_LT,0.8297,0.6174,0.5853,0.0447,0.0435,0.1,0.006831,0.4481,1,1,0
S3_00847,High_E_LT,0.6735,0.2036,0.0321,0.051,0.0355,0.0,-0.008949,0.3763,0,0,0
S3_00848,Control_LT,0.4406,0.0376,0.01,0.0841,0.0006,0.0,-0.029303,0.4501,0,0,0
S3_00849,High_E_LT,0.7756,0.277,0.0954,0.044,0.0352,0.0,-0.025216,0.5117,0,0,1
S3_00850,Control_LT,0.3333,0.4828,0.5289,0.0784,0.0081,0.1,0.019479,0.1783,1,0,0
S3_00851,Control_LT,0.636,0.4159,0.4342,0.1004,0.0,0.1,0.015408,0.2439,1,1,0
S3_00852,Control_LT,0.8209,0.4249,0.3513,0.0802,0.0016,0.1,0.034872,0.3603,1,1,0
S3_00853,High_E_LT,0.8093,0.1714,0.0179,0.0574,0.0384,0.0,-0.017129,0.2207,0,0,0
S3_00854,Control_LT,0.5439,0.264,0.1408,0.0858,0.004,0.1,0.020978,0.4834,0,1,0
S3_00855,High_E_LT,0.7824,0.7402,0.7486,0.0292,0.048,0.1,0.02984,0.2884,1,1,0
S3_00856,Control_LT,0.7694,0.4163,0.3787,0.0876,0.0012,0.1,0.02293,0.3105,1,1,0
S3_00857,Control_LT,0.4892,0.057,0.01,0.0908,0.0058,0.0,-0.020253,0.3443,0,0,1
S3_00858,Control_LT,0.6316,0.0874,0.0233,0.0906,0.0032,0.0,-0.000453,0.3913,0,0,1
S3_00859,High_E_LT,0.8397,0.1864,0.0427,0.0559,0.0443,0.0,-0.020674,0.2749,0,0,0
S3_00860,Control_LT,0.7836,0.0302,0.0285,0.1245,0.01,0.0,-0.008239,0.2914,0,0,0
S3_00861,High_E_LT,0.705,0.215,0.01,0.05,0.0219,0.0,-0.017116,0.2927,0,1,0
S3_00862,High_E_LT,0.8656,0.7517,0.7113,0.0313,0.0318,0.1,0.027998,0.3251,1,1,0
S3_00863,High_E_LT,0.8318,0.2674,0.0887,0.0446,0.0417,0.0,-0.009235,0.4205,1,1,0
S3_00864,High_E_LT,0.6927,0.1747,0.0653,0.053,0.0251,0.0,-0.003438,0.3327,0,0,0
S3_00865,Control_LT,0.7844,0.3529,0.3562,0.0892,0.0073,0.1,0.018199,0.402,0,1,1
S3_00866,High_E_LT,0.7715,0.4057,0.3575,0.0472,0.0366,0.04507,0.000163,0.3632,0,1,0
S3_00867,Control_LT,0.4829,0.5164,0.4825,0.0799,0.0033,0.1,0.032854,0.28,0,1,0
S3_00868,Control_LT,0.5506,0.539,0.4858,0.0566,0.0015,0.1,0.024561,0.4006,1,0,0
S3_00869,High_E_LT,0.5771,0.6172,0.5856,0.0528,0.0375,0.1,0.047124,0.3753,1,1,0
S3_00870,High_E_LT,0.6388,0.6744,0.6779,0.0421,0.0529,0.1,0.012582,0.2297,1,1,0
S3_00871,High_E_LT,0.7528,0.1856,0.0484,0.0626,0.0427,0.0,-0.021437,0.3593,0,0,0
S3_00872,High_E_LT,0.9105,0.7612,0.692,0.0332,0.0194,0.1,0.024939,0.2869,1,1,0
S3_00873,Control_LT,0.65,0.4827,0.4759,0.0794,0.007,0.1,0.044044,0.3007,1,1,0
S3_00874,Control_LT,0.6995,0.0829,0.042,0.0694,0.0042,0.0,-0.002689,0.3551,0,0,1
S3_00875,Control_LT,0.6664,0.01,0.0358,0.1121,0.0,0.0,-0.005764,0.4784,0,0,0
S3_00876,High_E_LT,0.7251,0.2587,0.0391,0.0392,0.0323,0.0,-0.010858,0.2811,0,0,0
S3_00877,Control_LT,0.5133,0.4848,0.5299,0.0645,0.0,0.1,0.009586,0.3196,1,0,0
S3_00878,High_E_LT,0.5362,0.1232,0.0606,0.0551,0.0391,0.0,-0.053241,0.3406,0,0,0
S3_00879,High_E_LT,0.7068,0.6363,0.6143,0.0423,0.0358,0.1,0.018995,0.4449,1,0,0
S3_00880,High_E_LT,0.7541,0.289,0.1403,0.0348,0.0508,0.0,-0.014831,0.2394,0,0,0
S3_00881,High_E_LT,0.5358,0.1686,0.0766,0.0416,0.0497,0.0,-0.004595,0.3028,0,0,0
S3_00882,High_E_LT,0.8237,0.4096,0.2736,0.025,0.0318,0.0,-0.052719,0.2592,1,0,0
S3_00883,Control_LT,0.6303,0.3673,0.3078,0.0905,0.0,0.1,0.014689,0.3476,1,1,0
S3_00884,High_E_LT,0.7801,0.5122,0.4948,0.0411,0.0318,0.1,0.001538,0.4776,1,1,0
S3_00885,High_E_LT,0.7206,0.1965,0.0507,0.05,0.0518,0.0,-0.029501,0.3868,0,0,0
S3_00886,High_E_LT,0.6375,0.1524,0.1055,0.0542,0.0289,0.0,-0.006287,0.2812,0,0,0
S3_00887,High_E_LT,0.8056,0.6412,0.7024,0.0368,0.0279,0.1,0.002231,0.262,1,1,0
S3_00888,High_E_LT,0.6563,0.7422,0.7649,0.03,0.0369,0.1,0.006025,0.2279,1,1,0
S3_00889,Control_LT,0.4128,0.1822,0.3912,0.0745,0.0016,0.1,0.002882,0.3169,0,0,0
S3_00890,Control_LT,0.5517,0.3897,0.3155,0.0837,0.0043,0.1,0.0313,0.4212,0,0,0
S3_00891,High_E_LT,0.6625,0.2997,0.1814,0.0277,0.0512,0.0,-0.00932,0.3883,0,0,1
S3_00892,High_E_LT,0.6756,0.662,0.7032,0.0377,0.0181,0.1,0.037426,0.2426,1,1,0
S3_00893,High_E_LT,0.8251,0.6262,0.6539,0.0433,0.0399,0.1,0.026217,0.3787,1,1,0
S3_00894,High_E_LT,0.7788,0.7259,0.7171,0.0361,0.0384,0.1,0.012243,0.2729,1,1,0
S3_00895,High_E_LT,0.8184,0.2662,0.0891,0.0419,0.0391,0.0,-0.004315,0.2858,0,0,0
S3_00896,High_E_LT,0.6832,0.3745,0.2037,0.0343,0.0406,0.0,-0.019046,0.1586,1,0,0
S3_00897,High_E_LT,0.8163,0.5366,0.5127,0.0509,0.0306,0.1,0.01592,0.449,1,1,0
S3_00898,High_E_LT,0.8036,0.6558,0.6496,0.0402,0.0393,0.1,0.007886,0.3211,1,1,0
S3_00899,High_E_LT,0.6994,0.6264,0.583,0.048,0.0305,0.1,0.022191,0.4149,1,0,0
S3_00900,Control_LT,0.85,0.4264,0.3209,0.0788,0.0,0.1,0.010511,0.405,1,0,0
S3_00901,Control_LT,0.5449,0.0894,0.01,0.0598,0.0035,0.0,-0.003791,0.4202,0,0,1
S3_00902,High_E_LT,0.8953,0.3341,0.0508,0.0478,0.0235,0.0,-0.017903,0.2694,0,0,0
S3_00903,High_E_LT,0.7233,0.2202,0.0569,0.0511,0.0355,0.0,-0.031542,0.3523,1,1,0
S3_00904,High_E_LT,0.5656,0.2204,0.1465,0.049,0.0334,0.0,-0.005026,0.4244,0,0,0
S3_00905,High_E_LT,0.767,0.6432,0.6748,0.0328,0.0486,0.1,0.047356,0.3845,1,0,0
S3_00906,High_E_LT,0.7215,0.5968,0.6177,0.0474,0.0329,0.1,0.007137,0.2907,0,1,0
S3_00907,Control_LT,0.4519,0.0461,0.01,0.1071,0.0,0.0,-0.034409,0.3764,0,0,1
S3_00908,High_E_LT,0.7488,0.4074,0.1257,0.0303,0.0422,0.0,-0.014542,0.3168,0,1,0
S3_00909,Control_LT,0.2144,0.3077,0.3867,0.1019,0.0006,0.1,0.009037,0.2855,0,0,0
S3_00910,Control_LT,0.4286,0.0951,0.0311,0.0786,0.0048,0.1,0.005198,0.4022,0,0,0
S3_00911,High_E_LT,0.7031,0.6353,0.652,0.038,0.0429,0.1,0.036042,0.4135,1,1,0
S3_00912,High_E_LT,0.7078,0.4531,0.5722,0.0521,0.0364,0.09561,0.001139,0.2974,1,0,1
S3_00913,High_E_LT,0.7899,0.4169,0.1523,0.0317,0.0414,0.0,-0.008385,0.3532,0,1,0
S3_00914,High_E_LT,0.7129,0.774,0.8017,0.0196,0.0578,0.1,0.031867,0.3544,1,1,0
S3_00915,High_E_LT,0.8017,0.6724,0.6413,0.0419,0.0445,0.1,0.006399,0.347,1,1,0
S3_00916,High_E_LT,0.6072,0.1983,0.017,0.0447,0.0384,0.0,-0.012427,0.3037,0,0,1
S3_00917,Control_LT,0.5111,0.0896,0.0561,0.0726,0.0129,0.0,-0.021467,0.436,0,0,0
S3_00918,High_E_LT,0.4955,0.7351,0.6977,0.0334,0.0644,0.1,0.03199,0.2858,1,1,0
S3_00919,High_E_LT,0.5517,0.5321,0.5469,0.0391,0.0423,0.1,0.018956,0.4778,1,1,0
S3_00920,Control_LT,0.6614,0.0396,0.0379,0.0936,0.0097,0.0,-0.014562,0.3262,0,0,0
S3_00921,Control_LT,0.4187,0.4514,0.4126,0.079,0.0119,0.1,0.043509,0.3446,0,0,0
S3_00922,High_E_LT,0.8286,0.5995,0.5721,0.0499,0.0315,0.1,0.026406,0.4145,1,1,0
S3_00923,High_E_LT,0.5496,0.7255,0.7373,0.0267,0.0468,0.1,0.037086,0.334,1,1,0
S3_00924,Control_LT,0.7651,0.1828,0.01,0.0663,0.0053,0.0,-0.021847,0.3364,0,0,0
S3_00925,Control_LT,0.2668,0.01,0.0343,0.0996,0.0108,0.0,-0.033217,0.3336,1,0,0
S3_00926,Control_LT,0.7276,0.0387,0.03,0.1061,0.0032,0.0,-0.007967,0.4418,0,0,0
S3_00927,Control_LT,0.6811,0.0872,0.0129,0.0681,0.0035,0.0,-0.025711,0.3853,0,0,1
S3_00928,High_E_LT,0.8058,0.3541,0.0945,0.0404,0.0357,0.0,-0.012847,0.383,0,1,0
S3_00929,High_E_LT,0.8321,0.3192,0.01,0.0533,0.0438,0.0,-0.014029,0.2319,0,0,1
S3_00930,High_E_LT,0.8064,0.6004,0.5899,0.0414,0.05,0.1,0.02283,0.5273,1,0,0
S3_00931,Control_LT,0.5965,0.324,0.3737,0.0813,0.0038,0.1,0.005386,0.3615,1,0,0
S3_00932,Control_LT,0.85,0.0869,0.01,0.0867,0.0035,0.0,-0.015954,0.4547,0,0,0
S3_00933,Control_LT,0.5632,0.0985,0.0281,0.0611,0.0155,0.0,-0.010955,0.3617,0,0,0
S3_00934,High_E_LT,0.8303,0.3104,0.1026,0.041,0.0505,0.0,-0.002897,0.3831,1,0,0
S3_00935,High_E_LT,0.7443,0.7209,0.7171,0.0347,0.0643,0.1,0.009258,0.2212,1,1,0
S3_00936,High_E_LT,0.6846,0.2688,0.0593,0.0434,0.0411,0.0,-0.014556,0.2674,0,0,0
S3_00937,Control_LT,0.5669,0.0936,0.0663,0.0589,0.0079,0.0,-0.003018,0.2587,0,0,0
S3_00938,Control_LT,0.423,0.0292,0.0126,0.0982,0.0076,0.1,0.002062,0.453,0,0,0
S3_00939,High_E_LT,0.7324,0.1375,0.0971,0.0485,0.0285,0.0,-0.004976,0.3876,0,1,0
S3_00940,High_E_LT,0.6063,0.663,0.6828,0.035,0.0455,0.1,0.005455,0.4205,1,1,0
S3_00941,High_E_LT,0.7951,0.6461,0.6085,0.0411,0.0304,0.1,0.017919,0.4185,0,1,0
S3_00942,Control_LT,0.7416,0.0875,0.0152,0.0938,0.0068,0.0,-0.044139,0.2746,0,0,0
S3_00943,Control_LT,0.598,0.5587,0.576,0.0584,0.0089,0.1,0.035801,0.3687,1,0,0
S3_00944,Control_LT,0.5932,0.2404,0.0153,0.0923,0.0036,0.1,0.017515,0.5183,0,0,0
S3_00945,Control_LT,0.6906,0.3582,0.3737,0.0709,0.0072,0.1,0.005938,0.432,1,0,0
S3_00946,Control_LT,0.6712,0.234,0.1372,0.0991,0.0,0.1,0.00846,0.4107,0,0,0
S3_00947,High_E_LT,0.8196,0.6946,0.7507,0.0265,0.0649,0.1,0.004522,0.3815,1,1,0
S3_00948,High_E_LT,0.8161,0.2882,0.0449,0.0366,0.0362,0.0,-0.020578,0.2844,0,0,0
S3_00949,High_E_LT,0.8698,0.1701,0.0518,0.0581,0.0427,0.0,-0.019193,0.3539,0,0,0
S3_00950,Control_LT,0.5041,0.0335,0.0111,0.1251,0.0077,0.0,-0.013555,0.298,0,0,0
S3_00951,Control_LT,0.7069,0.4545,0.489,0.0826,0.0052,0.1,0.023542,0.2019,1,0,0
S3_00952,Control_LT,0.369,0.033,0.0362,0.0967,0.0076,0.0,-0.009178,0.2144,0,0,1
S3_00953,High_E_LT,0.5863,0.3328,0.185,0.0272,0.0532,0.0,-0.026861,0.334,0,0,0
S3_00954,Control_LT,0.5667,0.4629,0.4069,0.0878,0.0,0.1,0.021585,0.2731,0,0,0
S3_00955,High_E_LT,0.7261,0.7913,0.792,0.0282,0.0377,0.1,0.005422,0.197,1,1,0
S3_00956,Control_LT,0.6216,0.4048,0.4304,0.0875,0.0054,0.1,0.049052,0.366,0,0,0
S3_00957,High_E_LT,0.8164,0.3242,0.0341,0.0391,0.029,0.0,-0.002186,0.3401,1,0,0
S3_00958,High_E_LT,0.7806,0.326,0.1297,0.0381,0.0373,0.0,-0.028428,0.2168,0,0,0
S3_00959,Control_LT,0.5275,0.0623,0.01,0.0817,0.0042,0.0,-0.029977,0.2839,0,0,1
S3_00960,Control_LT,0.2832,0.4837,0.5502,0.0709,0.0,0.1,0.011114,0.2496,1,1,0
S3_00961,High_E_LT,0.833,0.4689,0.139,0.0226,0.053,0.0,-0.011263,0.3421,1,1,0
S3_00962,High_E_LT,0.7676,0.6621,0.5745,0.0552,0.0472,0.1,0.027527,0.3224,1,0,0
S3_00963,High_E_LT,0.754,0.2902,0.0937,0.0366,0.0584,0.0,-0.020067,0.3804,0,1,0
S3_00964,High_E_LT,0.8708,0.7604,0.7077,0.0277,0.0473,0.1,0.014222,0.442,1,1,0
S3_00965,Control_LT,0.4212,0.2287,0.3813,0.0896,0.0063,0.1,0.002757,0.2777,0,0,0
S3_00966,High_E_LT,0.6975,0.7223,0.6853,0.0384,0.0337,0.1,0.044296,0.3261,1,1,0
S3_00967,High_E_LT,0.7357,0.7209,0.7693,0.03,0.0418,0.1,0.061084,0.31,1,1,0
S3_00968,High_E_LT,0.8849,0.303,0.0231,0.045,0.0413,0.0,-0.010623,0.314,0,1,0
S3_00969,High_E_LT,0.6715,0.2901,0.1409,0.0423,0.0368,0.0,-0.015972,0.3388,0,0,0
S3_00970,Control_LT,0.4697,0.023,0.0171,0.0852,0.0015,0.0,-0.045881,0.5272,0,0,0
S3_00971,Control_LT,0.4679,0.0239,0.0125,0.0743,0.0105,0.0,-0.017811,0.4514,0,0,1
S3_00972,Control_LT,0.7594,0.3434,0.3333,0.1123,0.0022,0.1,0.017649,0.3088,0,0,0
S3_00973,High_E_LT,0.7239,0.6775,0.6474,0.0365,0.0522,0.1,0.027877,0.3973,1,1,0
S3_00974,High_E_LT,0.8484,0.3157,0.0396,0.0419,0.0403,0.0,-0.024802,0.2905,0,0,0
S3_00975,Control_LT,0.5533,0.4155,0.4373,0.0866,0.004,0.1,0.021682,0.3391,1,0,0
S3_00976,High_E_LT,0.923,0.3809,0.1615,0.0439,0.0477,0.0,-0.047355,0.3353,1,1,0
S3_00977,Control_LT,0.4343,0.0646,0.0503,0.0627,0.0095,0.0,-0.051377,0.412,0,0,0
S3_00978,High_E_LT,0.7907,0.3597,0.1417,0.0324,0.0595,0.0,-0.032611,0.3995,0,0,0
S3_00979,Control_LT,0.689,0.0807,0.01,0.1198,0.001,0.1,0.004747,0.4409,0,1,1
S3_00980,Control_LT,0.2521,0.0356,0.01,0.0854,0.0,0.0,-0.002135,0.3126,0,0,1
S3_00981,High_E_LT,0.8924,0.7824,0.7569,0.0296,0.0333,0.1,0.067471,0.2606,1,1,0
S3_00982,Control_LT,0.3931,0.0552,0.0333,0.0904,0.0,0.00555,0.000107,0.4728,0,0,0
S3_00983,Control_LT,0.6316,0.1482,0.01,0.0764,0.0021,0.0,-0.002186,0.4321,0,0,0
S3_00984,Control_LT,0.524,0.2436,0.0502,0.0915,0.0008,0.1,0.021491,0.4043,0,0,1
S3_00985,High_E_LT,0.8276,0.7095,0.7003,0.0382,0.0361,0.1,0.016399,0.3086,1,0,0
S3_00986,High_E_LT,0.7262,0.273,0.0741,0.0397,0.0499,0.0,-0.020327,0.3691,0,0,0
S3_00987,High_E_LT,0.674,0.6071,0.5752,0.041,0.0582,0.1,0.001272,0.4484,1,1,0
S3_00988,High_E_LT,0.7541,0.2033,0.081,0.0502,0.0515,0.0,-0.026013,0.3252,0,0,0
S3_00989,High_E_LT,0.6597,0.4134,0.2245,0.025,0.0296,0.0,-0.022375,0.2913,0,0,0
S3_00990,High_E_LT,0.6688,0.2332,0.0152,0.0414,0.0425,0.0,-0.008825,0.4546,0,0,0
S3_00991,High_E_LT,0.681,0.7813,0.7836,0.0186,0.029,0.1,0.034275,0.2909,1,1,0
S3_00992,Control_LT,0.6613,0.5102,0.4437,0.0792,0.0007,0.1,0.028953,0.2731,0,0,0
S3_00993,High_E_LT,0.5653,0.6712,0.6787,0.034,0.0504,0.1,0.064504,0.3498,1,1,0
S3_00994,High_E_LT,0.7199,0.3235,0.1016,0.0332,0.0359,0.0,-0.025789,0.3088,0,0,0
S3_00995,Control_LT,0.5917,0.01,0.0385,0.0922,0.0073,0.0,-0.003863,0.3593,0,0,1
S3_00996,High_E_LT,0.659,0.6622,0.6823,0.0316,0.0355,0.1,0.008499,0.4758,1,1,0
S3_00997,High_E_LT,0.8003,0.6495,0.6749,0.0447,0.0443,0.1,0.027453,0.2078,1,1,0
S3_00998,High_E_LT,0.7132,0.6241,0.6357,0.0533,0.0587,0.1,0.028798,0.323,1,1,0
S3_00999,High_E_LT,0.8986,0.625,0.5985,0.0478,0.0428,0.1,0.025127,0.3736,0,0,0
S3_01000,Control_LT,0.448,0.2417,0.1983,0.0921,0.0053,0.1,0.024712,0.457,0,0,0
S3_01001,Control_LT,0.3619,0.0257,0.0409,0.0948,0.0,0.0,-0.003744,0.33,0,0,1
S3_01002,High_E_LT,0.99,0.7311,0.7578,0.0287,0.0326,0.1,0.0132,0.2645,1,1,0
S3_01003,Control_LT,0.6325,0.2784,0.1533,0.107,0.0024,0.1,0.026895,0.3874,1,0,0
S3_01004,High_E_LT,0.8196,0.6819,0.7015,0.0367,0.0578,0.1,0.010841,0.3258,1,1,0
S3_01005,High_E_LT,0.8086,0.3629,0.1268,0.0295,0.0491,0.0,-0.036474,0.2493,0,0,0
S3_01006,High_E_LT,0.8556,0.3805,0.2131,0.0327,0.0559,0.0,-0.051731,0.255,0,0,0
S3_01007,Control_LT,0.7046,0.1394,0.0316,0.0737,0.0039,0.0,-0.031738,0.3987,0,0,0
S3_01008,Control_LT,0.4355,0.3328,0.3872,0.0947,0.0125,0.1,0.025379,0.3211,0,1,0
S3_01009,Control_LT,0.6265,0.1062,0.0513,0.0842,0.0118,0.09433,0.001588,0.4833,0,0,0
S3_01010,High_E_LT,0.6263,0.6881,0.6955,0.0408,0.0504,0.1,0.010183,0.252,1,1,0
S3_01011,High_E_LT,0.7139,0.7165,0.7068,0.0294,0.0439,0.1,0.019324,0.3264,1,0,0
S3_01012,High_E_LT,0.8084,0.7117,0.7399,0.0261,0.029,0.1,0.030774,0.5075,1,1,0
S3_01013,High_E_LT,0.638,0.6594,0.7055,0.0379,0.0278,0.1,0.041967,0.3641,1,1,0
S3_01014,Control_LT,0.4538,0.0635,0.0349,0.0899,0.0063,0.0,-0.008287,0.3997,1,0,0
S3_01015,Control_LT,0.6917,0.0691,0.0227,0.0793,0.0003,0.0,-0.042377,0.3627,0,0,0
S3_01016,Control_LT,0.4865,0.0636,0.0632,0.1188,0.0034,0.09636,0.001789,0.345,0,0,0
S3_01017,High_E_LT,0.6499,0.2733,0.097,0.0352,0.0335,0.0,-0.02299,0.3643,0,0,0
S3_01018,High_E_LT,0.7167,0.4677,0.3408,0.0439,0.0389,0.04697,0.000155,0.4407,1,1,0
S3_01019,High_E_LT,0.8312,0.6551,0.6342,0.0407,0.0473,0.1,0.019688,0.3722,1,1,0
S3_01020,Control_LT,0.4293,0.1243,0.0809,0.0511,0.0043,0.0,-0.015123,0.248,0,0,1
S3_01021,High_E_LT,0.724,0.2247,0.0489,0.0377,0.0632,0.0,-0.037722,0.4947,0,0,0
S3_01022,High_E_LT,0.8991,0.4223,0.1932,0.031,0.0356,0.0,-0.012021,0.3596,1,1,0
S3_01023,High_E_LT,0.6697,0.4582,0.3046,0.0283,0.032,0.01948,-0.000241,0.3564,1,1,0
S3_01024,Control_LT,0.7315,0.5322,0.4786,0.0671,0.0079,0.1,0.024572,0.3072,1,0,0
S3_01025,High_E_LT,0.8318,0.3671,0.1695,0.031,0.0467,0.0,-0.021528,0.4169,0,0,0
S3_01026,High_E_LT,0.921,0.2133,0.0402,0.0509,0.0358,0.0,-0.011706,0.2706,0,1,0
S3_01027,Control_LT,0.38,0.0476,0.01,0.0977,0.0021,0.0,-0.015725,0.4581,0,1,1
S3_01028,High_E_LT,0.6713,0.6638,0.6035,0.0355,0.0404,0.1,0.036548,0.4123,1,1,0
S3_01029,High_E_LT,0.8164,0.7035,0.6524,0.0321,0.0413,0.1,0.024473,0.5546,1,1,0
S3_01030,High_E_LT,0.6503,0.6903,0.6623,0.0401,0.0475,0.1,0.006838,0.3754,1,1,0
S3_01031,High_E_LT,0.6541,0.6042,0.602,0.0495,0.0267,0.1,0.020407,0.3473,1,1,0
S3_01032,Control_LT,0.4899,0.4328,0.4847,0.0712,0.0013,0.1,0.025388,0.3368,0,1,0
S3_01033,Control_LT,0.7252,0.149,0.0787,0.0753,0.0118,0.0,-0.007684,0.3717,0,0,0
S3_01034,High_E_LT,0.7672,0.3542,0.1368,0.0453,0.015,0.0,-0.000489,0.3451,0,0,0
S3_01035,Control_LT,0.6093,0.0942,0.046,0.0788,0.0072,0.0,-0.013354,0.322,0,0,1
S3_01036,High_E_LT,0.8548,0.302,0.0322,0.0529,0.0219,0.0,-0.034544,0.3474,0,0,0
S3_01037,Control_LT,0.4979,0.0803,0.043,0.106,0.0085,0.0671,0.001128,0.3656,1,0,0
S3_01038,Control_LT,0.4575,0.0651,0.0173,0.0947,0.0012,0.0,-0.01016,0.4422,0,0,0
S3_01039,High_E_LT,0.7613,0.6164,0.6803,0.0404,0.0344,0.1,0.002867,0.2168,0,1,0
S3_01040,High_E_LT,0.6342,0.7597,0.7598,0.0243,0.0426,0.1,0.02193,0.3071,1,1,0
S3_01041,Control_LT,0.7724,0.1646,0.0659,0.0607,0.0118,0.0,-0.030762,0.3291,0,1,0
S3_01042,Control_LT,0.6539,0.0392,0.0761,0.0808,0.0,0.0,-0.023427,0.3188,0,0,0
S3_01043,Control_LT,0.85,0.4198,0.3538,0.0966,0.0,0.1,0.022316,0.3373,1,1,0
S3_01044,Control_LT,0.446,0.0369,0.01,0.0962,0.0076,0.0,-0.038862,0.3771,0,0,1
S3_01045,Control_LT,0.7129,0.3108,0.1953,0.0796,0.0045,0.1,0.015463,0.4755,0,0,0
S3_01046,High_E_LT,0.7761,0.5141,0.5847,0.0584,0.0276,0.1,0.019996,0.3595,0,1,0
S3_01047,High_E_LT,0.8313,0.2199,0.0281,0.0543,0.0358,0.0,-0.012437,0.3682,0,1,0
S3_01048,Control_LT,0.3744,0.0485,0.0171,0.0846,0.0024,0.06812,0.001264,0.4089,0,0,0
S3_01049,High_E_LT,0.6499,0.608,0.5837,0.054,0.0416,0.1,0.0198,0.3733,1,1,0
S3_01050,High_E_LT,0.6046,0.5271,0.4548,0.01,0.0282,0.0,-0.051375,0.396,1,0,0
S3_01051,High_E_LT,0.7454,0.3132,0.122,0.0329,0.0442,0.0,-0.038557,0.3841,0,0,0
S3_01052,High_E_LT,0.9082,0.3165,0.0975,0.0491,0.056,0.0,-0.00349,0.2822,0,0,0
S3_01053,Control_LT,0.4834,0.0444,0.0296,0.081,0.0065,0.0,-0.011791,0.4524,0,0,0
S3_01054,High_E_LT,0.7449,0.1802,0.0544,0.0498,0.0419,0.0,-0.032966,0.3303,0,1,1
S3_01055,Control_LT,0.3438,0.3695,0.4131,0.0798,0.0086,0.1,0.01409,0.38,0,1,0
S3_01056,High_E_LT,0.7368,0.2845,0.0906,0.0345,0.0476,0.0,-0.022259,0.3358,0,0,0
S3_01057,High_E_LT,0.6745,0.5131,0.5028,0.0306,0.0402,0.03393,-0.000121,0.3349,0,1,0
S3_01058,Control_LT,0.5923,0.0544,0.0202,0.0833,0.0055,0.02811,0.000435,0.2925,0,0,1
S3_01059,High_E_LT,0.7857,0.2021,0.0303,0.0561,0.0213,0.0,-0.022108,0.4154,0,0,1
S3_01060,High_E_LT,0.7891,0.4458,0.1797,0.0248,0.0561,0.0,-0.029077,0.3908,1,0,0
S3_01061,High_E_LT,0.8,0.2637,0.1035,0.0465,0.0415,0.0,-0.028221,0.3388,0,0,0
S3_01062,Control_LT,0.392,0.0748,0.0157,0.0835,0.0002,0.0,-0.015783,0.2334,0,0,0
S3_01063,Control_LT,0.3594,0.114,0.0332,0.0571,0.0066,0.0,-0.000219,0.4106,0,0,0
S3_01064,Control_LT,0.4541,0.085,0.01,0.0807,0.0087,0.0,-0.000648,0.3501,0,0,0
S3_01065,High_E_LT,0.5417,0.6318,0.6668,0.0347,0.0417,0.1,0.065074,0.4233,1,0,0
S3_01066,Control_LT,0.353,0.3278,0.3347,0.0861,0.0,0.1,0.013295,0.3696,0,0,0
S3_01067,High_E_LT,0.7961,0.3786,0.267,0.0473,0.0594,0.02812,-0.000601,0.3685,1,0,0
S3_01068,High_E_LT,0.8268,0.3549,0.0925,0.0409,0.0303,0.0,-0.006321,0.3423,0,0,0
S3_01069,High_E_LT,0.7007,0.2614,0.0382,0.03,0.051,0.0,-0.004433,0.1469,0,0,0
S3_01070,High_E_LT,0.5642,0.5748,0.6905,0.0369,0.046,0.1,0.003095,0.3753,0,1,0
S3_01071,High_E_LT,0.6913,0.1263,0.0215,0.0612,0.0557,0.0,-0.024928,0.3834,0,0,0
S3_01072,High_E_LT,0.8209,0.3831,0.0692,0.0293,0.0393,0.0,-0.025545,0.3349,1,1,0
S3_01073,High_E_LT,0.7632,0.3001,0.1287,0.041,0.0473,0.0,-0.011742,0.5028,0,0,0
S3_01074,Control_LT,0.2182,0.0125,0.01,0.0666,0.0012,0.04766,0.000894,0.2527,0,0,1
S3_01075,High_E_LT,0.5541,0.2875,0.1559,0.0234,0.026,0.0,-0.006729,0.3477,0,0,0
S3_01076,Control_LT,0.6956,0.0149,0.0218,0.1126,0.0024,0.0,-0.000867,0.4094,0,0,0
S3_01077,High_E_LT,0.7476,0.2851,0.0721,0.0437,0.0412,0.0,-0.00266,0.3292,0,0,0
S3_01078,Control_LT,0.5056,0.0948,0.01,0.0869,0.0074,0.0,-0.015671,0.2531,0,0,0
